Localidade,Cultura,Área Plantada (hectares),Participação no DF (%),Producão (toneladas),Participação no DF (%).1,Produtores,Participação no ESLOC (%),Participação no DF (%),Participação no ESLOC (%),Participação no DF (%).1,Producão   (toneladas)
Ceilândia,Tomate,"13,62","0,91","3,22","1.486,00","3,47",
Ceilândia,Gama,"677,42","100,00","7,6","13.298,57","100,00",
Gama,Alface,"250,32","36,95","19,58","4.377,59","32,92",
Gama,Mandioca,"98,35","14,52","9,66","2.176,64","16,37",
Gama,Milho-verde,"75,47","11,14","11,95","658,55","4,95",
Gama,Coentro,"53,34","7,87","18,29","472,40","3,55",
Gama,Brócolis - Cabeça Única,"22,45","3,31","5,37","347,85","2,62",
Gama,Couve,"19,55","2,89","9,74","1.173,60","8,83",
Gama,Cebolinha,"15,38","2,27","8,94","327,47","2,46",
Gama,Brócolis - Ramoso,"12,10","1,79","7,72","350,20","2,63",
Gama,Repolho,"6,49","0,96","1,85","307,30","2,31",
Gama,Pimentão,"3,86","0,57","2,24","433,02","3,26",
Gama,Jardim,"309,66","100,00","3,47","14.559,72","100,00",
Jardim,Cenoura,"65,00","20,99","35,60","2.498,00","17,16",
Jardim,Cebola,"59,00","19,05","18,52","5.540,00","38,05",
Jardim,Abóbora japonesa - Tetsukabut,"36,00","11,63","34,16","840,00","5,77",
Jardim,Tomate,"30,50","9,85","7,22","1.923,00","13,21",
Jardim,Beterraba,"29,00","9,37","17,78","870,00","5,98",
Jardim,Batata-doce,"22,25","7,19","10,98","418,00","2,87",
Jardim,Mandioca,"16,80","5,43","1,65","304,20","2,09",
Jardim,Repolho,"16,25","5,25","4,62","1.022,20","7,02",
Jardim,Pimentão,"5,55","1,79","3,23","558,15","3,83",
Jardim,Berinjela,"2,10","0,68","2,51","146,88","1,01",
Jardim,PAD-DF,"589,98",,"22.955,43",,,"100,00"
PAD-DF,Tomate,"165,20",,"12.243,70",,60.0,"28,00"
PAD-DF,Milho doce,"130,00",,"1.700,00",,3.0,"22,03"
PAD-DF,Cenoura,"41,00",,"1.300,00",,3.0,"6,95"
PAD-DF,Cebola,"40,00",,"1.280,00",,1.0,"6,78"
PAD-DF,Pepino,"33,95",,"1.340,30",,73.0,"5,75"
PAD-DF,Mandioca,"32,72",,"651,24",,161.0,"5,55"
PAD-DF,Alface,"25,44",,"420,98",,30.0,"4,31"
PAD-DF,Pimentão,"21,45",,"1.395,55",,60.0,"3,64"
PAD-DF,Repolho,"14,75",,"771,98",,29.0,"2,50"
PAD-DF,Berinjela,"7,40",,"387,30",,33.0,"1,25"
PAD-DF,Paranoá,"110,81",,"2.565,49",,,"100,00"
Paranoá,Alface,"16,99",,"222,08",,64.0,"15,33"
Paranoá,Milho-verde,"16,70",,"133,00",,20.0,"15,07"
Paranoá,Mandioca,"12,85",,"178,82",,76.0,"11,60"
Paranoá,Beterraba,"10,00",,"300,00",,2.0,"9,02"
Paranoá,Tomate,"8,95",,"687,50",,13.0,"8,08"
Paranoá,Quiabo,"7,00",,"103,50",,15.0,"6,32"
Paranoá,Pimentão,"4,86",,"265,25",,11.0,"4,39"
Paranoá,Repolho,"2,30",,"69,00",,7.0,"2,08"
Paranoá,Berinjela,"2,00",,"48,00",,8.0,"1,80"
Paranoá,Chuchu,"1,00",,"115,00",,4.0,"0,90"
Paranoá,Pipiripau,"449,85",,"12.283,47",,,"100,00"
Pipiripau,Batata,"315,00",,"7.875,00",,2.0,"70,02"
Pipiripau,Mandioca,"31,00",,"552,94",,75.0,"6,89"
Pipiripau,Tomate,"18,37",,"1.672,92",,36.0,"4,08"
Pipiripau,Pimentão,"13,69",,"711,66",,48.0,"3,04"
Pipiripau,Abóbora,"10,19",,"95,34",,39.0,"2,27"
Pipiripau,Cenoura,"7,05",,"221,00",,3.0,"1,57"
Pipiripau,Pepino,"6,52",,"199,20",,32.0,"1,45"
Pipiripau,Abóbora italiana,"5,66",,"79,60",,25.0,"1,26"
Pipiripau,Berinjela,"1,75",,"81,36",,13.0,"0,39"
Pipiripau,Chuchu,"1,00",,"81,00",,5.0,"0,22"
Pipiripau,Planaltina,"318,37",,"6.535,12",,,"100,00"
Planaltina,Milho-verde,"104,48",,"639,86",,129.0,"32,82"
Planaltina,Mandioca,"73,22",,"2.018,60",,214.0,"23,00"
Planaltina,Batata-doce,"21,40",,"386,40",,52.0,"6,72"
Planaltina,Tomate,"14,73",,"1.100,00",,57.0,"4,63"
Planaltina,Alface,"14,40",,"257,64",,89.0,"4,52"
Planaltina,Cebolinha,"6,81",,"143,24",,49.0,"2,14"
Planaltina,Repolho,"5,90",,"244,20",,39.0,"1,85"
Planaltina,Pimentão,"3,61",,"156,25",,35.0,"1,13"
Planaltina,Chuchu,"3,59",,"295,40",,12.0,"1,13"
Planaltina,Couve,"1,94",,"110,71",,60.0,"0,61"
Planaltina,Rio Preto,"273,50",,"7.338,32",,,"100,00"
Rio Preto,Alho,"40,00",,"480,00",,3.0,"14,63"
Rio Preto,Mandioca,"29,38",,"705,80",,57.0,"10,74"
Rio Preto,Abóbora japonesa - Tetsukabut,"29,15",,"566,60",,18.0,"10,66"
Rio Preto,Batata-doce,"28,08",,"686,68",,28.0,"10,27"
Rio Preto,Beterraba,"18,90",,"558,60",,12.0,"6,91"
Rio Preto,Abóbora,"18,43",,"213,14",,42.0,"6,74"
Rio Preto,Tomate,"14,70",,"1.358,00",,56.0,"5,37"
Rio Preto,Pimentão,"12,04",,"847,25",,44.0,"4,40"
Rio Preto,Cenoura,"10,10",,"351,00",,9.0,"3,69"
Rio Preto,Repolho,"6,17",,"336,50",,27.0,"2,26"
Rio Preto,São Sebastião,"269,38",,"21.998,36",,,"100,00"
São Sebastião,Cebola,"210,30",,"21.006,00",,5.0,"78,07"
São Sebastião,Mandioca,"26,43",,"436,46",,270.0,"9,81"
São Sebastião,Alface,"5,94",,"75,55",,52.0,"2,21"
São Sebastião,Abóbora,"5,27",,"42,12",,32.0,"1,95"
São Sebastião,Morango,"4,26",,"102,24",,13.0,"1,58"
São Sebastião,Quiabo,"1,56",,"20,69",,25.0,"0,58"
São Sebastião,Couve,"1,18",,"49,06",,46.0,"0,44"
São Sebastião,Tomate,"0,72",,"40,00",,17.0,"0,27"
São Sebastião,Agrião,"0,70",,"21,00",,6.0,"0,26"
São Sebastião,Repolho,"0,35",,"19,00",,11.0,"0,13"
São Sebastião,Sobradinho,"745,42",,"20.429,13",,,"100,00"
Sobradinho,Mandioca,"156,71",,"3.054,86",,221.0,"21,02"
Sobradinho,Alface,"150,70",,"2.572,50",,120.0,"20,22"
Sobradinho,Repolho,"41,50",,"2.500,00",,40.0,"5,57"
Sobradinho,Brócolis - Ramoso,"20,50",,"628,00",,24.0,"2,75"
Sobradinho,Tomate,"19,00",,"1.788,00",,28.0,"2,55"
Sobradinho,Couve,"18,37",,"1.200,44",,50.0,"2,46"
Sobradinho,Couve-flor,"15,00",,"486,00",,14.0,"2,01"
Sobradinho,Berinjela,"12,00",,"888,00",,28.0,"1,61"
Sobradinho,Pimentão,"8,82",,"1.314,00",,34.0,"1,18"
Sobradinho,Chuchu,"4,30",,"658,00",,13.0,"0,58"
Sobradinho,Tabatinga,"126,18",,"4.279,25",,,"100,00"
Tabatinga,Batata-doce,"19,50",,"555,00",,12.0,"15,45"
Tabatinga,Mandioca,"13,50",,"356,00",,9.0,"10,70"
Tabatinga,Cenoura,"8,00",,"320,00",,6.0,"6,34"
Tabatinga,Cebola,"7,00",,"700,00",,2.0,"5,55"
Tabatinga,Abóbora japonesa - Tetsukabut,"6,10",,"142,00",,8.0,"4,83"
Tabatinga,Beterraba,"6,00",,"240,00",,3.0,"4,76"
Tabatinga,Jiló,"5,50",,"148,50",,4.0,"4,36"
Tabatinga,Repolho,"5,00",,"275,00",,6.0,"3,96"
Tabatinga,Chuchu,"2,00",,"340,00",,1.0,"1,59"
Tabatinga,Tomate,"1,50",,"150,00",,1.0,"1,19"
Tabatinga,Taquara,"328,79",,"11.409,75",,,"100,00"
Taquara,Mandioca,"50,88",,"1.070,12",,62.0,"15,48"
Taquara,Abóbora menina,"38,54",,"394,92",,16.0,"11,72"
Taquara,Pimentão,"34,06",,"2.795,13",,87.0,"10,36"
Taquara,Tomate,"32,84",,"3.049,92",,85.0,"9,99"
Taquara,Abóbora italiana,"21,45",,"421,80",,54.0,"6,52"
Taquara,Berinjela,"9,32",,"597,54",,44.0,"2,83"
Taquara,Pepino,"9,07",,"361,96",,43.0,"2,76"
Taquara,Couve-flor,"8,61",,"239,75",,19.0,"2,62"
Taquara,Repolho,"5,30",,"239,60",,18.0,"1,61"
Taquara,Chuchu,"2,99",,"232,40",,9.0,"0,91"
Taquara,Vargem Bonita,"328,48",,"7.077,75",,,"100,00"
Vargem Bonita,Alface,"68,40",,"1.129,52",,86.0,"20,82"
Vargem Bonita,Mandioca,"54,83",,"983,56",,106.0,"16,69"
Vargem Bonita,Milho-verde,"19,66",,"124,76",,40.0,"5,99"
Vargem Bonita,Gengibre,"18,70",,"1.299,20",,25.0,"5,69"
Vargem Bonita,Couve,"15,70",,"672,12",,74.0,"4,78"
Vargem Bonita,Brócolis - Cabeça Única,"14,60",,"175,29",,38.0,"4,44"
Vargem Bonita,Repolho,"14,10",,"480,64",,39.0,"4,29"
Vargem Bonita,Cebolinha,"13,22",,"277,62",,68.0,"4,02"
Vargem Bonita,Brócolis - Ramoso,"8,70",,"243,60",,37.0,"2,65"
Vargem Bonita,Pimentão,"2,87",,"116,75",,13.0,"0,87"
